YEAR;CODIGO DEPARTAMENTO;DEPARTAMENTO;POBLACION 5-16;TASA MATRICULACION 5-16;COBERTURA NETA;COBERTURA NETA TRANSICION;COBERTURA NETA PRIMARIA;COBERTURA NETA SECUNDARIA;COBERTURA NETA MEDIA;TAMANO PROMEDIO DE GRUPO;SEDES CONECTADAS A INTERNET;DESERCION;DESERCION TRANSICION;DESERCION PRIMARIA;DESERCION SECUNDARIA;DESERCION MEDIA;APROBACION;APROBACION TRANSICION;APROBACION PRIMARIA;APROBACION SECUNDARIA;APROBACION MEDIA;REPROBACION;REPROBACION TRANSICION;REPROBACION PRIMARIA;REPROBACION SECUNDARIA;REPROBACION MEDIA
2020;13;Bolivar;466.941;9.891;988;6.616;9.652;818;4.779;;;203;177;175;252;193;9.406;9.583;951;921;9.433;391;24;315;538;374
2020;15;Boyaca;234.540;9.491;9.484;6.886;9.033;8.976;5.872;;;17;151;104;215;239;9.055;9.768;9.524;8.517;8.839;775;81;371;1.268;922
2020;17;Caldas;161.746;8.465;8.457;6.332;7.877;7.679;4.902;;;235;152;172;311;249;9.289;9.815;9.524;8.954;9.262;476;33;304;735;489
2020;18;Caqueta;98.602;8.894;8.891;5.746;8.803;6.909;3.355;;;628;527;567;756;576;8.374;9.356;8.557;7.878;8.369;998;117;876;1.366;1.054
2020;19;Cauca;296.813;85;8.497;5.492;8.548;7.004;3.872;;;159;146;106;208;24;9.193;9.784;9.388;8.838;9.058;648;7;506;954;702
2020;20;Cesar;302.403;8.988;8.973;5.665;8.696;719;4.041;;;858;636;597;636;2.989;824;8.711;8.738;8.028;6.263;902;653;666;1.335;748
2020;23;Cordoba;388.446;9.327;9.321;5.406;8.747;8.012;463;;;254;384;187;295;293;9.227;9.185;9.415;9.006;9.207;52;431;398;699;5
2020;25;Cundinamarca;592.264;9.368;9.342;6.447;9.032;8.608;5.035;;;278;336;234;293;356;9.058;9.503;9.377;8.657;8.918;663;161;389;1.051;726
2020;27;Choco;143.711;8.398;8.397;5.317;8.584;5.587;2.601;;;204;164;157;282;254;9.172;9.735;9.252;8.873;9.207;624;102;591;845;539
2020;41;Huila;242.199;9.346;9.338;6.522;9.214;8.178;4.627;;;249;18;196;332;254;8.963;9.793;9.352;8.313;8.815;788;27;452;1.355;931
2020;44;La Guajira;252.101;9.428;942;7.787;9.412;5.887;2.706;;;208;235;222;176;192;8.911;9.401;889;8.718;915;881;364;889;1.106;658
2020;47;Magdalena;327.562;9.603;9.583;6.118;904;7.425;4.261;;;387;568;426;297;364;9.081;9.143;9.228;8.847;9.153;532;29;345;856;483
2020;50;Meta;217.673;9.391;9.383;6.564;9.098;8.117;4.712;;;247;314;225;268;225;8.706;9.488;8.978;8.183;8.779;1.047;198;797;1.549;995
2020;52;Nariño;305.761;8.415;841;5.501;7.906;6.972;4.101;;;175;102;173;203;143;8.934;953;8.994;8.658;9.176;891;368;833;114;681
2020;54;Norte de Santander;325.981;9.024;9.016;669;89;7.687;412;;;394;403;365;458;308;8.882;933;8.974;8.595;9.082;724;267;661;948;611
2020;63;Quindio;83.129;9.597;9.593;7.149;9.139;8.794;564;;;307;276;257;36;327;901;9.678;9.322;8.581;892;683;46;421;1.059;753
2020;66;Risaralda;155.149;989;9.864;6.993;9.452;8.735;5.226;;;289;262;256;346;25;8.868;946;9.157;8.432;8.842;843;278;587;1.222;908
2020;68;Santander;408.876;9.597;9.583;6.801;9.345;8.552;5.123;;;185;196;158;214;191;9.104;952;9.397;8.671;9.126;71;284;445;1.115;684
2020;70;Sucre;204.837;9.522;9.517;6.644;9.284;7.721;4.308;;;2;335;136;253;176;9.243;9.354;947;8.914;9.248;557;31;393;834;576
2020;73;Tolima;247.605;9.937;9.927;7.066;9.701;8.593;5.147;;;329;287;289;393;306;9.022;9.619;9.273;8.591;9.079;648;94;438;1.016;615
2020;76;Valle del Cauca;846.957;8.218;8.196;5.787;7.711;7.315;4.444;;;273;359;259;286;238;9.041;9.453;9.243;8.722;9.111;686;188;498;992;65
2020;81;Arauca;66.580;9.284;9.281;59;907;7.491;3.732;;;393;221;354;482;448;8.552;9.377;8.763;7.979;8.681;1.055;402;883;1.539;871
2020;85;Casanare;93.855;9.438;9.435;7.129;9.278;8.272;4.714;;;211;214;196;232;199;9.095;9.702;9.357;8.639;9.063;694;84;447;1.129;738
2021;5;Antioquia;1.149.861;9.262.493.467;9.245.613.165;692.240.208;8.705.230.057;8.279.832.429;4.985.261.349;;;481.083.097;358.534.921;426.813.704;589.902.539;412.780.995;875.243.891;961.128.384;8.925.887.236;8.345.543.548;8.893.769.837;766.477.992;30.181.239;64.729.906;1.064.553.913;693.449.167
2021;8;Atlantico;546.055;9.393.339.499;9.362.335.296;6.167.667.276;8.975.732.357;8.106.779.221;5.148.381.737;;;166.519.968;215.107.711;174.857.499;168.100.822;102.851.715;9.055.662.687;9.471.324.198;9.134.067.303;8.797.974.414;9.265.605.875;777.817.345;313.568.091;691.075.198;1.033.924.764;63.154.241
2021;11;Bogota, D.C.;1.174.274;9.427.867.772;9.379.999.898;639.941.691;8.992.168.986;8.919.412.465;5.883.716.145;;;12.882.104;106.671.876;10.804.838;135.063.278;187.803.499;881.532.161;9.807.170.069;9.146.066.217;8.280.519.423;871.492.092;1.055.857.351;86.158.054;745.885.403;1.584.417.299;1.097.275.582
2021;13;Bolivar;469.046;9.938.641.413;9.930.198.744;6.181.518.399;96.677.072;8.348.070.402;5.046.581.847;;;369.223.884;412.864.246;333.252.728;427.391.478;31.332.875;8.864.729.795;946.944.427;8.986.589.286;8.562.847.112;8.888.714.272;766.046.321;117.691.485;680.157.987;100.976.141;797.956.979
2021;15;Boyaca;234.348;9.554.764.709;9.548.961.374;6.977.917.981;8.956.509.139;9.110.321.185;5.926.271.464;;;297.498.276;274.914.089;212.610.617;362.692.283;368.809.273;8.804.821.194;9.629.304.672;9.234.148.613;8.243.266.048;873.024.236;897.680.531;95.781.239;55.324.077;1.394.041.669;900.948.367
2021;17;Caldas;161.737;8.434.000.878;8.424.912.049;6.304.760.459;787.781.204;7.680.187.236;5.083.596.769;;;310.413.521;249.769.797;248.155.984;391.874.073;301.886.792;9.019.812.304;96.696.593;920.502.411;8.683.863.524;9.069.891.044;669.774.174;80.570.902;546.819.906;924.262.403;628.222.163
2021;18;Caqueta;98.412;8.672.519.611;8.671.401.862;5.538.594.115;8.621.371.066;6.801.322.294;3.282.494.181;;;849.714.873;562.685.094;756.131.929;1.065.741.544;778.548.896;8.282.034.026;9.353.405.726;8.444.746.961;7.788.031.223;8.397.476.341;868.251.101;83.909.181;79.912.111;1.146.227.233;823.974.763
2021;19;Cauca;294.933;8.633.350.625;8.631.689.231;55.476.606;8.621.485.852;7.162.569.245;4.053.022.892;;;302.823.395;21.140.764;20.186.678;423.769.535;403.688.995;8.832.774.148;9.667.189.953;9.029.104.794;8.431.801.021;8.700.318.356;864.402.456;121.402.407;769.028.426;1.144.429.444;895.992.648
2021;20;Cesar;305.550;892.079.856;8.906.627.393;5.313.812.323;856.619.069;7.252.791.939;4.047.348.331;;;24.261.637;226.837.226;218.469.363;284.693.843;222.938.491;8.908.744.066;961.934.849;9.080.249.052;8.501.551.106;8.968.190.016;848.639.564;153.814.284;701.281.586;1.213.755.051;808.871.494
2021;23;Cordoba;388.712;930.380.333;9.296.008.356;5.008.939.123;8.649.707.298;805.561.165;4.959.890.954;;;295.484.654;377.232.581;231.688.004;35.285.679;308.396.078;8.941.409.598;9.343.670.265;90.577.895;8.704.417.844;898.594.817;763.105.748;279.097.154;710.522.497;942.725.366;705.655.752
2021;25;Cundinamarca;610.367;9.083.534.988;9.061.007.558;6.069.061.532;8.598.578.492;8.482.028.494;5.041.693.517;;;406.205.067;443.920.708;369.730.766;450.739.974;374.370.187;8.934.494.688;9.452.766.837;9.202.435.532;8.539.056.975;8.905.599.392;659.300.245;103.312.456;427.833.702;1.010.203.051;720.030.421
2021;27;Choco;143.120;8.721.841.811;872.177.194;5.185.494.652;8.990.824.169;6.079.828.938;2.911.502.124;;;402.388.907;367.882.608;31.388.794;534.223.318;473.726.758;8.605.312.953;961.661.672;8.751.423.528;8.116.612.787;8.683.104.285;99.229.814;15.500.672;934.688.532;1.349.163.895;843.168.957
2021;41;Huila;242.129;9.380.495.521;9.372.854.966;6.434.329.295;9.329.371.733;8.221.404.247;4.819.392.836;;;618.208.392;367.158.321;492.229.852;836.886.706;616.558.279;8.398.248.062;9.611.318.605;8.737.157.313;768.796.891;8.425.462.731;983.543.547;21.523.074;770.612.835;1.475.144.384;95.797.899
2021;44;La Guajira;255.513;9.946.421.513;9.940.707.518;7.916.777.335;1.000.729.093;6.096.863.691;2.794.276.319;;;206.109.837;189.786.892;206.090.828;22.266.795;161.573.009;8.911.928.174;9.615.601.126;8.863.615.316;872.538.523;9.078.759.996;881.961.988;194.611.982;930.293.856;105.194.682;759.666.995
2021;47;Magdalena;328.343;9.714.810.427;9.699.064.698;6.003.673.769;9.141.447.273;7.576.967.244;4.338.529.656;;;206.787.265;160.276.312;177.891.086;238.065.986;262.899.971;944.605.663;9.722.135.983;9.572.221.075;9.261.418.945;9.293.456.327;347.156.105;117.587.706;249.887.839;500.515.069;443.643.701
2021;50;Meta;216.914;943.650.479;9.429.958.417;6.507.410.734;9.062.454.717;8.173.188.047;4.796.349.271;;;440.294.284;360.257.869;436.343.748;475.779.448;392.930.109;8.599.940.712;9.586.651.498;8.837.447.092;8.096.584.567;8.639.711.123;959.765.004;53.090.633;72.620.916;1.427.635.985;967.358.768
2021;52;Nariño;302.506;8.350.016.198;8.346.842.707;5.517.821.386;7.819.572.456;694.979.701;4.294.552.559;;;222.631.218;145.862.215;1.403.562;313.780.343;287.347.939;918.293.673;9.760.110.904;9.314.190.877;8.899.841.403;9.224.306.427;594.432.052;94.026.882;545.452.923;786.378.255;488.345.634
2021;54;Norte de Santander;328.034;9.206.484.694;9.201.241.335;6.557.995.516;8.955.065.644;7.924.177.542;4.463.440.781;;;410.268.935;364.093.193;382.917.955;467.915.795;37.520.927;8.756.733.989;9.495.660.119;8.952.577.727;8.325.247.153;8.774.907.265;832.997.076;140.246.688;664.504.318;1.206.837.052;849.883.465
2021;63;Quindio;83.299;9.471.542.275;9.466.500.198;7.035.190.616;9.025.875.642;8.675.646.552;5.702.363.466;;;619.626.526;589.481.795;579.034.391;699.781.781;545.574.886;8.709.955.643;9.387.401.271;8.931.216.931;8.301.586.715;878.876.702;67.041.783;23.116.933;489.748.677;998.631.505;665.658.094
2021;66;Risaralda;154.342;9.933.329.878;9.908.968.395;6.806.609.741;9.466.507.937;8.871.395.651;5.417.852.523;;;464.925.836;426.741.062;399.940.059;566.172.221;412.585.179;8.778.047.582;9.479.231.246;8.983.166.553;8.362.165.286;891.024.276;757.026.582;94.027.692;616.893.388;1.071.662.493;677.172.061
2021;68;Santander;409.198;9.604.787.902;9.590.613.835;6.785.533.862;930.484.641;8.690.392.707;533.075.546;;;400.323.955;388.953.558;375.594.166;459.684.512;318.004.027;8.748.709.882;9.533.978.244;909.470.092;8.172.274.733;8.797.185.641;850.966.163;77.068.197;529.704.914;1.368.040.755;884.810.332
2021;70;Sucre;205.082;9.549.887.362;9.546.669.137;6.393.781.771;922.470.681;7.867.257.153;4.528.066.769;;;251.375.191;23.625.731;217.208.912;303.025.832;238.033.857;8.981.817.057;9.656.725.146;9.121.375.967;8.627.236.918;9.004.038.842;766.807.752;107.017.544;661.415.121;106.973.725;757.927.301
2021;73;Tolima;244.021;1.012.183.378;1.011.408.854;7.254.995.243;9.801.279.378;8.842.365.122;5.361.659.897;;;50.340.215;422.543.963;442.124.942;621.695.842;414.348.412;8.742.722.435;9.546.386.628;8.966.401.828;8.297.988.169;8.821.923.489;753.875.415;31.069.409;59.147.323;1.080.315.989;763.728.099
2021;76;Valle del Cauca;839.566;8.185.717.383;8.167.910.563;5.521.045.584;7.654.434.048;7.248.025.837;478.858.558;;;452.797.957;456.305.775;444.919.238;493.276.391;367.681.377;8.716.084.129;9.439.299.545;8.867.276.301;8.358.579.442;887.180.418;831.117.914;104.394.679;687.804.461;1.148.144.167;760.514.443
2021;81;Arauca;67.759;9.394.324.001;9.392.848.183;6.338.451.268;9.146.858.493;7.478.915.389;3.753.314.437;;;330.537.044;299.206.921;332.231.145;350.953.415;277.922.529;9.354.292.434;9.626.892.574;9.415.525.114;9.177.407.676;9.390.307.452;315.170.521;73.900.505;252.243.741;471.638.909;331.770.019
2021;85;Casanare;93.896;9.466.643.946;9.463.448.922;6.784.245.295;9.330.076.584;8.270.589.374;4.939.310.256;;;461.174.937;334.243.934;392.564.636;565.056.735;489.269.541;8.647.204.665;9.588.622.851;8.997.920.357;8.066.773.487;8.473.124.631;891.620.398;77.133.215;609.515.007;1.368.169.779;1.037.605.828
2021;86;Putumayo;80.699;8.459.088.712;8.458.097.374;5.119.891.419;8.182.145.861;7.259.604.708;3.965.692.688;;;1.028.245.892;726.401.916;859.853.787;1.317.901.956;968.161.913;822.961.539;9.231.690.281;8.614.714.575;7.513.054.322;8.346.549.888;742.138.718;41.907.803;525.431.638;1.169.043.722;6.852.882
2021;88;Archipiélago de San Andrés, Providencia y Santa Catalina;11.312;9.087.694.484;9.084.158.416;7.045.685.279;880.008.391;8.312.179.314;5.105.008.078;;;70.708.242;4.950.495;3.435.518;93.662.192;145.067.698;9.102.816.738;9.933.993.399;9.262.684.989;8.841.710.896;8.839.458.414;82.647.502;1.650.165;702.959.831;1.064.626.912;1.015.473.888
2021;91;Amazonas;22.670;8.202.911.337;8.201.588.002;5.512.552.301;8.133.291.874;5.941.317.047;279.765.232;;;504.253.357;692.883.895;33.126.294;650.924.344;738.292.011;8.604.079.123;9.263.420.724;883.747.412;8.221.221.066;8.137.741.047;891.667.521;43.695.381;83.126.294;1.127.854.591;1.123.966.942
2021;94;Guainia;15.643;7.804.768.906;7.804.768.906;5.577.358.491;774.490.566;3.681.976.071;1.083.233.771;;;867.224.445;852.965.069;706.550.449;1.089.856.532;1.228.070.175;7.200.436.522;7.936.636.881;7.432.646.593;6.513.969.293;7.265.221.878;1.932.339.032;121.039.805;1.860.802.958;2.396.174.176;1.506.707.946
2021;95;Guaviare;21.658;849.062.702;8.487.394.958;4.455.764.075;7.802.930.884;6.893.503.578;3.571.834.185;;;728.578.477;706.062.932;533.748.471;993.778.912;799.522.673;8.283.537.087;9.247.889.486;8.686.756.366;7.513.159.994;8.251.789.976;987.884.436;46.047.583;779.495.163;1.493.061.094;948.687.351
2021;97;Vaupes;16.081;5.472.918.351;5.472.918.351;3.092.307.692;5.564.816.193;3.296.521.259;1.281.856.219;;;418.426.876;505.709.625;303.088.067;515.625;690.826.727;901.428.284;9.477.977.162;9.258.482.653;8.703.125;8.369.195.923;567.290.284;16.313.214;438.429.279;78.125;93.997.735
2021;99;Vichada;33.183;6.544.013.501;6.543.410.783;4.544.149.318;7.293.522.411;2.849.379.585;110.464.024;;;50.210.093;449.690.837;400.161.139;765.195.369;617.647.059;7.755.613.089;9.544.688.027;749.227.877;7.736.975.398;8.375;1.742.285.981;5.621.135;2.107.560.091;1.497.829.233;1.007.352.941
2020;86;Putumayo;80.810;8.442;8.441;5.072;8.058;7.307;395;;;742;449;584;956;881;868;9.527;9.059;8.088;8.505;578;25;357;957;614
2020;88;Archipiélago de San Andrés, Providencia y Santa Catalina;11.169;9.277;9.267;7.745;9.069;8.301;5.087;;;141;126;13;156;146;9.177;9.701;9.269;9.018;8.967;682;173;601;825;887
2020;91;Amazonas;22.563;8.126;8.124;5.016;7.955;6.021;3.042;;;237;646;75;36;283;8.872;9.348;9.452;813;7.926;891;6;473;151;1.791
2020;94;Guainia;15.771;7.052;7.051;5.592;6.996;3.354;1.073;;;353;518;349;313;304;8.146;9.067;8.451;7.231;795;1.501;416;1.201;2.457;1.745
2020;95;Guaviare;21.482;8.307;8.306;433;7.641;678;3.428;;;441;309;327;581;632;8.667;9.566;9.156;7.861;8.332;892;125;517;1.558;1.036
2020;97;Vaupes;15.910;5.347;5.347;3.055;5.496;3.122;1.332;;;254;288;211;28;409;8.118;9.045;7.957;8.234;8.114;1.628;667;1.832;1.486;1.476
2020;99;Vichada;33.298;6.015;6.014;4.353;647;2.674;99;;;307;288;309;33;217;8.408;9.707;8.207;8.322;9.172;1.285;6;1.484;1.348;61
2019;0;NACIONAL;9.488.850;9.255;9.235;637;9.003;7.856;4.529;;;313;367;257;392;253;911;9.577;9.284;874;9.244;578;56;459;868;503
2020;0;NACIONAL;9.540.230;9.216;9.197;6.436;8.882;794;4.691;;;252;263;219;273;304;9.071;9.526;9.271;8.737;9.031;675;209;508;989;664
2021;0;NACIONAL;9.548.263;9.207;919;6.238;8.817;7.999.000.000.000.000;48.730.000.000.000.000;;;358;317;315;42.800.000.000.000.000;338;8.835;9.570.000.000.000.000;9.026.000.000.000.000;8.433.000.000.000.000;8.879;806;113;659;1.139;783
