YEAR;CODIGO DEPARTAMENTO;DEPARTAMENTO;POBLACION 5-16;TASA MATRICULACION 5-16;COBERTURA NETA;COBERTURA NETA TRANSICION;COBERTURA NETA PRIMARIA;COBERTURA NETA SECUNDARIA;COBERTURA NETA MEDIA;TAMANO PROMEDIO DE GRUPO;SEDES CONECTADAS A INTERNET;DESERCION;DESERCION TRANSICION;DESERCION PRIMARIA;DESERCION SECUNDARIA;DESERCION MEDIA;APROBACION;APROBACION TRANSICION;APROBACION PRIMARIA;APROBACION SECUNDARIA;APROBACION MEDIA;REPROBACION;REPROBACION TRANSICION;REPROBACION PRIMARIA;REPROBACION SECUNDARIA;REPROBACION MEDIA
2015;5;Antioquia;1.262.800;8.992;8.979;6.107;8.902;7.417;4.261;3.039;6.129;382;286;297;555;28;8.934;9.694;9.159;8.389;9.156;684;2;544;1.056;564
2015;8;Atlantico;520.783;8.617;8.592;5.352;8.212;7.428;4.561;2.627;88;139;174;129;157;1;9.519;972;958;9.348;9.678;342;106;29;496;222
2015;11;Bogota, D.C.;1.455.309;822;8.177;5.917;7.894;7.489;5.061;2.756;9.887;363;348;272;485;32;9.629;9.651;9.725;9.502;9.657;9;0;3;12;23
2015;13;Bolivar;488.886;8.878;8.869;585;8.733;7.105;3.934;2.302;4.494;301;316;254;375;269;915;9.606;9.285;881;9.234;549;78;461;815;497
2015;15;Boyaca;284.611;8.362;8.357;6.302;8.065;7.422;4.861;2.517;2.296;222;18;139;319;232;9.327;9.791;9.564;8.972;9.339;451;29;297;709;429
2015;17;Caldas;194.108;789;7.886;5.247;7.453;6.924;4.355;2.544;3.069;367;366;27;507;31;8.813;9.555;9.065;8.279;9.057;82;8;665;1.214;634
2015;18;Caqueta;124.382;7.314;7.312;4.387;7.282;5.452;2.363;2.294;1.477;487;49;411;631;408;9.165;9.443;9.231;8.947;9.323;348;67;358;422;269
2015;19;Cauca;312.453;8.221;8.221;447;8.442;6.304;3.128;1.912;4.493;217;212;131;343;246;9.164;9.684;9.286;884;9.205;619;103;583;817;548
2015;20;Cesar;260.802;9.552;9.539;6.165;9.276;7.388;3.863;2.672;3.987;438;546;396;51;31;9.048;9.332;9.148;8.766;9.231;514;122;457;724;459
2015;23;Cordoba;409.982;8.954;895;5.258;8.747;7.218;3.897;2.109;3.912;226;283;178;29;205;9.451;9.654;9.555;9.251;9.432;323;62;267;459;363
2015;25;Cundinamarca;576.429;9.072;9.047;5.593;8.683;8.091;505;1.959;3.273;327;352;224;462;286;932;9.605;9.557;8.958;9.384;352;43;219;58;33
2015;27;Choco;145.625;8.048;8.048;5.199;822;473;2.035;1.879;2.015;478;427;436;631;302;8.835;9.539;8.749;8.628;9.407;687;34;815;741;291
2015;41;Huila;269.323;8.764;8.758;58;8.777;7.481;4.015;2.624;3.893;517;449;352;775;466;8.704;9.516;9.064;8.016;8.767;779;34;584;1.209;767
2015;44;La Guajira;258.207;7.412;7.408;4.717;7.158;4.462;198;237;219;229;196;196;325;191;9.583;9.764;9.611;9.422;9.679;188;4;193;252;13
2015;47;Magdalena;330.539;9.361;9.343;6.405;873;6.906;3.565;2.289;4.002;354;307;354;393;282;9.368;9.565;9.388;9.235;9.486;278;128;258;372;232
2015;50;Meta;217.437;9.219;9.214;5.932;9.032;7.635;4.226;2.752;529;33;339;268;435;257;9.208;9.651;9.423;8.771;9.346;462;1;309;794;397
2015;52;Nariño;396.138;7.353;7.351;3.988;7.143;5.646;2.995;2.161;3.027;123;85;75;19;151;9.642;9.912;9.747;9.471;952;235;3;177;339;328
2015;54;Norte de Santander;310.611;8.589;8.584;5.803;8.927;687;3.624;2.433;1.912;266;29;207;353;254;9.575;9.695;9.686;9.392;9.535;159;15;107;255;211
2015;63;Quindio;109.400;8.193;8.186;4.492;7.418;7.601;4.803;2.878;1.593;59;592;474;763;467;8.809;9.393;9.146;8.306;8.894;601;15;379;931;639
2015;66;Risaralda;183.900;8.812;8.794;5.405;8.332;766;4.322;2.565;5.542;505;5;367;72;383;8.903;9.363;9.249;8.316;91;592;138;384;964;518
2015;68;Santander;407.815;945;9.437;599;9.434;8.245;4.784;2.617;2.565;317;418;237;422;251;9.193;9.501;947;8.761;9.236;49;81;293;818;513
2015;70;Sucre;200.001;958;9.574;6.738;95;7.313;4.225;227;5.039;265;296;198;354;259;8.704;9.607;8.813;8.219;8.857;1.031;97;989;1.427;884
2015;73;Tolima;310.206;8.548;8.541;5.139;8.309;7.152;4.241;2.542;278;371;445;31;468;277;8.908;9.498;9.097;8.433;9.196;722;57;593;1.099;527
2015;76;Valle del Cauca;875.476;8.444;8.426;5.096;8.263;6.959;3.964;2.238;431;278;307;224;363;231;9.104;9.624;9.314;8.667;9.271;618;69;462;97;499
2015;81;Arauca;75.107;7.288;7.284;4.647;7.195;5.591;2.837;2.022;3.755;351;317;282;484;328;9.629;9.683;9.718;9.482;9.564;2;0;0;34;108
2015;85;Casanare;87.417;10.243;10.239;7.061;102;8.312;4.695;2.571;203;375;413;304;504;259;8.889;9.545;9.159;8.257;9.206;736;42;536;1.239;535
2015;86;Putumayo;91.874;7.671;767;3.559;7.552;6.309;2.954;2.777;2.527;526;629;445;646;43;8.923;9.337;9.154;8.479;9.031;551;34;402;875;539
2015;88;Archipiélago de San Andrés, Providencia y Santa Catalina;15.265;6.734;673;5.234;6.737;6.042;3.901;258;8.333;63;29;4;101;7;9.592;9.956;9.757;9.273;9.621;344;15;203;626;308
2015;91;Amazonas;22.212;8.149;8.146;4.065;8.275;5.941;2.652;2.013;1.636;476;454;253;8;669;8.923;9.519;9.055;8.573;8.852;601;27;692;627;479
2015;94;Guainia;11.913;753;753;5.321;7.275;359;816;2.615;2.444;764;662;639;1.059;761;754;8.206;7.619;7.086;7.632;1.696;1.132;1.742;1.855;1.607
2015;95;Guaviare;31.553;5.491;549;2.732;5.402;4.088;1.945;2.773;2.408;47;468;379;648;372;8.799;9.262;8.992;8.308;9.006;731;27;629;1.045;622
2015;97;Vaupes;12.684;6.408;6.408;2.027;6.442;3.556;1.159;1.469;2.458;808;679;773;966;586;7.838;8.743;7.715;7.741;8.574;1.354;579;1.512;1.293;84
2015;99;Vichada;21.644;7.682;7.681;3.963;7.935;346;1.494;1.463;4.162;923;1.014;815;1.215;796;7.694;8.824;755;7.446;848;1.382;162;1.634;1.339;724
2014;5;Antioquia;1.266.533;9.097;9.085;6.415;9.068;7.513;4.179;3.117;6.272;233;206;191;309;201;9.508;9.787;9.635;9.271;949;259;7;174;42;309
2014;8;Atlantico;521.917;8.581;8.558;5.218;811;7.483;4.417;2.357;8.087;329;128;338;366;304;9.637;9.871;9.621;96;9.672;34;1;42;35;24
2014;11;Bogota, D.C.;1.460.379;8.079;8.038;5.776;7.677;7.523;4.997;1.707;9.944;25;27;201;301;248;9.736;973;9.793;9.675;9.735;14;0;6;25;17
2014;13;Bolivar;490.573;875;8.741;5.842;8.529;7.109;3.769;2.118;4.216;353;192;347;419;306;941;98;9.488;9.195;9.393;237;8;165;386;301
2014;15;Boyaca;288.366;8.394;8.389;6.309;8.059;749;4.836;2.543;2.105;189;167;132;255;197;938;9.811;9.583;9.084;9.339;431;22;285;66;465
2014;17;Caldas;195.455;8.096;8.093;5.411;7.653;706;4.368;2.618;2.842;265;301;203;345;248;9.474;9.674;9.586;9.291;948;26;25;211;364;272
2014;18;Caqueta;124.473;7.936;7.933;4.622;7.956;5.715;2.336;2.864;1.089;423;434;385;484;427;9.567;9.566;961;9.511;9.495;1;0;5;5;78
2014;19;Cauca;316.362;846;8.458;4.554;86;6.465;3.139;2.134;4.274;454;167;38;625;491;9.533;9.833;9.617;9.373;9.412;12;0;4;1;97
2014;20;Cesar;261.493;9.629;9.614;5.955;9.379;746;3.699;2.852;3.059;495;586;441;57;425;9.287;9.345;9.393;91;9.326;219;69;166;33;25
2014;23;Cordoba;408.623;9.323;9.319;5.482;9.081;7.498;3.692;2.234;4.522;211;17;172;264;262;975;9.824;9.807;9.675;9.658;39;6;21;62;8
2014;25;Cundinamarca;573.948;8.999;8.979;5.896;8.505;8.131;4.848;1.965;2.158;26;244;194;343;256;9.672;9.755;978;9.543;9.619;69;1;26;115;125
2014;27;Choco;145.299;8.115;8.114;5.373;8.375;4.784;1.837;188;1.884;353;296;325;454;274;9.058;9.682;9.085;8.719;9.324;589;21;59;827;402
2014;41;Huila;270.459;8.835;8.829;5.917;8.899;7.554;3.936;2.694;2.448;333;223;235;487;361;9.653;9.777;9.763;9.497;9.564;14;0;2;16;74
2014;44;La Guajira;251.458;7.491;7.487;4.726;7.168;4.478;2.009;2.255;3.752;448;226;427;603;405;9.514;9.763;9.552;9.318;9.526;38;11;21;8;69
2014;47;Magdalena;331.389;9.035;901;5.938;8.379;6.794;3.395;1.959;23;296;181;297;334;287;9.605;978;9.623;9.522;9.607;99;4;8;144;106
2014;50;Meta;215.227;9.477;9.472;5.988;9.329;7.864;4.239;2.807;2.128;302;331;272;36;237;9.507;9.655;9.607;9.311;957;19;13;121;329;194
2014;52;Nariño;397.640;7.523;7.522;4.097;7.385;5.667;3.002;222;364;291;52;26;4;258;9.698;9.948;9.736;9.583;9.703;11;0;4;17;4
2014;54;Norte de Santander;313.966;872;8.715;5.787;8.964;684;3.699;2.803;1.546;33;361;337;34;246;9.607;9.631;9.628;9.557;9.648;62;9;36;102;106
2014;63;Quindio;110.359;8.393;839;4.426;7.697;7.846;4.457;2.957;3.226;368;398;291;469;311;9.302;9.592;9.515;90;9.346;329;11;193;531;343
2014;66;Risaralda;185.754;8.818;8.802;5.156;8.411;7.647;4.111;2.609;5.663;367;4;304;465;296;9.308;9.548;9.454;906;9.352;325;52;242;475;352
2014;68;Santander;413.227;9.363;9.352;571;9.333;8.172;47;2.612;2.154;282;242;243;346;265;9.545;971;9.659;9.375;9.508;173;49;98;28;227
2014;70;Sucre;201.098;9.688;9.682;6.899;9.599;7.559;3.986;2.385;5.908;583;216;587;725;49;8.508;9.721;8.557;8.006;8.661;908;63;856;1.269;849
2014;73;Tolima;313.709;8.636;863;5.127;8.415;7.277;4.072;2.631;3.456;416;283;421;456;362;9.031;9.689;9.155;8.686;9.145;553;27;425;858;493
2014;76;Valle del Cauca;880.625;8.552;8.534;5.364;8.348;7.081;3.912;2.191;3.622;216;206;18;274;196;956;9.776;9.662;9.364;959;224;18;159;361;214
2014;81;Arauca;74.948;7.155;7.151;4.319;7.083;5.471;276;2.042;2.123;559;165;5;739;676;944;9.835;95;9.261;9.313;1;0;0;0;11
2014;85;Casanare;86.899;10.326;10.324;7.006;1.021;8.471;4.618;2.578;2.346;227;192;208;264;22;9.287;978;9.455;89;9.395;486;28;337;836;385
2014;86;Putumayo;92.368;7.772;7.771;3.698;7.641;6.322;2.853;2.841;1.804;433;41;34;576;423;9.459;959;9.596;9.248;9.392;108;0;64;176;185
2014;88;Archipiélago de San Andrés, Providencia y Santa Catalina;15.395;6.817;6.813;5.444;6.817;6.125;3.852;2.604;96;122;211;94;125;155;9.874;9.789;9.906;9.875;9.817;3;0;0;0;27
2014;91;Amazonas;22.167;8.213;8.211;4.391;8.493;5.769;2.309;2.029;1.651;304;297;195;467;435;9.693;9.703;9.802;9.528;9.565;3;0;3;5;0
2014;94;Guainia;11.916;7.367;7.367;573;7.108;3.422;803;2.642;3.077;488;459;38;724;533;8.194;8.472;8.486;7.367;8.627;1.317;1.069;1.134;1.909;84
2014;95;Guaviare;31.344;5.623;5.623;2.653;5.426;4.326;2.072;2.954;1.502;257;235;234;316;207;9.717;9.623;9.759;9.657;9.762;26;142;7;27;3
2014;97;Vaupes;12.699;6.282;6.282;2.097;6.237;3.417;111;1.528;1.261;786;318;599;1.183;1.207;90;9.682;9.242;8.548;8.157;214;0;159;268;636
2014;99;Vichada;21.331;7.452;7.451;345;7.482;3.618;142;1.786;4.946;509;3;395;863;548;8.875;9.406;8.865;8.689;8.951;616;294;74;447;501
2013;5;Antioquia;1.272.458;9.206;9.193;6.761;9.153;7.566;4.271;5.272;6.847;357;292;294;48;307;9.159;9.696;9.302;8.824;9.176;484;12;404;696;517
2013;8;Atlantico;522.832;8.641;8.622;5.367;8.323;741;4.394;2.946;8.494;312;158;355;317;233;9.577;9.786;9.544;9.541;9.672;111;56;1;143;95
2013;11;Bogota, D.C.;1.466.854;845;8.407;6.124;7.932;7.972;5.267;2.808;9.986;368;59;31;482;374;9.632;994;969;9.518;9.626;0;1;0;0;0
2013;13;Bolivar;492.500;8.966;8.955;5.986;875;704;3.827;3.498;5.259;256;257;258;266;22;9.423;9.701;9.491;9.257;9.372;32;42;251;477;408
2013;15;Boyaca;292.312;851;8.505;6.611;8.156;7.509;4.843;3.997;2.357;245;23;178;325;25;9.341;9.743;9.535;9.022;9.377;414;27;288;653;374
2013;17;Caldas;196.982;8.258;8.254;5.605;782;7.078;446;4.009;3.449;41;426;336;538;321;8.864;9.538;903;8.442;904;725;36;634;102;639
2013;18;Caqueta;124.458;8.095;8.094;4.928;8.193;5.648;2.387;467;848;655;608;669;695;434;9.248;9.366;9.255;9.157;9.448;96;26;76;148;118
2013;19;Cauca;320.510;8.434;8.433;4.761;8.542;6.311;319;3.035;2.464;374;201;34;475;36;9.169;9.704;9.186;8.978;9.282;457;96;474;547;359
2013;20;Cesar;262.240;9.492;948;5.866;9.336;7.146;3.602;4.423;224;453;602;432;477;33;8.987;9.157;9.067;8.773;9.116;56;242;501;75;554
2013;23;Cordoba;407.589;9.339;9.335;5.706;9.217;7.347;3.638;3.242;1.828;23;218;196;279;244;9.613;9.706;9.679;9.498;9.572;157;75;124;223;184
2013;25;Cundinamarca;572.012;9.049;9.028;61;8.547;8.208;4.798;2.342;3.051;317;353;261;393;269;957;9.644;9.684;9.414;959;112;3;55;193;141
2013;27;Choco;145.133;7.959;7.959;5.547;8.273;4.428;1.843;1.738;796;459;279;429;619;371;8.885;9.707;8.862;8.544;9.192;656;14;709;837;438
2013;41;Huila;272.091;8.973;8.968;6.477;9.086;7.527;3.907;3.956;1.173;478;42;327;7;499;9.218;9.573;9.434;8.861;9.105;304;7;238;439;397
2013;44;La Guajira;244.513;748;7.473;4.536;7.175;4.338;1.995;4.737;1.404;527;408;569;531;348;9.412;9.566;9.377;9.379;9.583;61;26;54;9;68
2013;47;Magdalena;332.266;9.603;9.583;6.385;8.983;6.882;3.497;3.644;3.069;319;203;313;387;268;9.532;9.726;9.541;9.426;96;149;72;146;186;132
2013;50;Meta;213.170;9.483;9.476;6.252;9.448;7.698;4.324;4.267;1.932;449;466;383;569;372;9.387;9.517;9.515;9.159;9.406;163;17;102;272;222
2013;52;Nariño;399.032;766;7.658;4.593;7.534;5.614;2.899;3.294;3.083;29;88;307;339;207;9.583;991;9.634;9.431;9.558;126;2;59;231;235
2013;54;Norte de Santander;317.334;8.642;8.637;6.114;8.874;6.627;3.786;4.368;869;366;376;311;468;302;9.529;961;9.615;9.369;9.547;105;14;74;163;15
2013;63;Quindio;111.539;8.589;8.587;5.139;783;7.846;4.706;4.912;6.471;53;617;43;675;407;897;9.376;9.231;8.555;9.075;499;6;339;771;519
2013;66;Risaralda;187.946;8.997;8.981;5.808;8.586;7.528;4.249;3.008;2.754;517;543;369;745;397;8.977;9.366;9.303;8.444;9.039;506;91;328;812;564
2013;68;Santander;419.596;934;9.328;6.045;9.292;8.027;4.809;3.886;1.565;36;47;269;472;309;9.298;9.483;953;897;925;341;47;2;558;441
2013;70;Sucre;202.453;9.668;9.664;6.766;957;7.542;3.963;3.484;3.049;383;408;331;466;341;8.668;951;8.751;8.244;8.768;949;82;919;129;891
2013;73;Tolima;317.546;8.702;8.695;5.582;8.399;7.308;4.052;37;2.039;401;457;35;49;304;8.865;9.513;9.039;8.414;9.054;734;3;611;1.096;641
2013;76;Valle del Cauca;887.988;8.756;8.737;5.892;8.498;7.127;4.061;2.967;5.639;304;272;257;38;288;9.357;9.704;9.483;9.107;936;339;25;259;513;352
2013;81;Arauca;74.658;7.071;707;4.308;6.981;5.413;2.778;2.769;1.663;417;213;426;509;263;9.583;9.787;9.574;9.491;9.728;1;0;0;0;9
2013;85;Casanare;86.460;10.373;10.369;7.455;10.207;8.485;4.546;3.193;3.344;367;442;314;45;293;9.086;9.517;923;8.728;9.238;547;41;456;822;47
2013;86;Putumayo;92.887;7.696;7.696;3.682;7.677;6.032;2.769;5.579;751;568;625;45;744;541;8.853;9.344;9.113;8.357;8.773;579;32;438;898;686
2013;88;Archipiélago de San Andrés, Providencia y Santa Catalina;15.536;6.793;6.789;4.861;665;6.241;3.906;3.824;80;91;93;1;97;42;9.908;9.907;99;9.903;9.949;1;0;0;0;8
2013;91;Amazonas;22.123;8.184;8.183;4.838;8.396;5.822;2.209;276;1.284;329;316;182;526;557;9.578;9.684;9.705;9.417;9.231;93;0;113;56;212
2013;94;Guainia;11.918;7.257;7.256;5.089;6.902;3.032;912;5.964;2.308;493;356;383;792;621;7.971;8.624;8.071;7.352;833;1.536;102;1.547;1.856;1.049
2013;95;Guaviare;31.276;5.733;5.732;2.948;5.521;4.404;2.089;4.517;2.143;402;363;431;414;239;9.597;9.637;9.569;9.586;9.756;1;0;0;0;6
2013;97;Vaupes;12.659;6.225;6.225;2.169;6.388;332;894;1.437;1.933;853;1.155;725;1.119;675;813;8.693;8.044;8.097;8.561;1.017;152;1.231;785;764
2013;99;Vichada;20.977;7.461;746;3.504;7.482;3.674;1.401;2.097;3.533;917;74;983;875;671;8.784;9.233;875;868;8.889;299;26;267;446;44
2012;5;Antioquia;1.278.686;9.279;9.265;732;9.265;7.484;435;2.796;6.251;401;255;35;519;377;9.204;9.724;9.305;8.926;9.221;395;2;344;555;402
2012;8;Atlantico;523.911;9.159;9.143;5.303;8.905;7.673;4.586;2.246;5.104;332;201;359;343;277;9.629;9.784;9.607;9.604;969;42;16;36;57;35
2012;11;Bogota, D.C.;1.470.171;8.694;8.652;6.633;8.397;8.147;5.178;175;100;389;;342;488;445;9.611;100;9.658;9.512;9.555;0;0;0;0;0
2012;13;Bolivar;495.108;8.897;8.887;6.047;8.767;6.802;3.808;225;3.344;339;337;325;357;35;9.283;9.573;9.356;9.111;9.214;378;9;319;532;436
2012;15;Boyaca;297.132;857;8.564;7.048;8.146;7.461;4.824;2.477;2.995;323;274;238;426;347;9.192;9.704;9.411;8.826;9.166;486;21;351;748;487
2012;17;Caldas;198.526;8.455;845;6.428;8.103;72;4.383;2.373;3.075;464;47;398;591;357;8.895;9.483;9.035;8.532;9.021;64;47;567;877;622
2012;18;Caqueta;124.622;8.328;8.325;4.934;8.586;5.623;2.437;2.741;1.198;723;691;692;838;522;916;9.295;9.224;897;9.291;116;13;83;192;187
2012;19;Cauca;325.212;8.348;834;5.359;8.538;6.053;2.956;1.885;4.375;402;289;304;542;553;9.205;9.676;9.262;9.023;9.103;393;35;434;434;344
2012;20;Cesar;263.271;9.415;9.401;6.594;9.385;6.936;3.462;2.628;259;513;622;528;508;324;9.008;9.166;908;8.811;9.111;48;212;392;681;565
2012;23;Cordoba;405.302;9.378;9.369;6.506;9.154;7.182;3.752;2.235;3.049;295;314;248;351;331;9.533;9.638;9.617;9.407;9.423;172;48;135;243;246
2012;25;Cundinamarca;571.082;9.117;9.097;6.361;8.782;8.153;4.727;1.678;3.991;294;324;217;382;285;9.584;967;9.725;942;9.517;122;6;57;197;197
2012;27;Choco;145.607;8.097;8.095;6.217;8.324;419;191;1.492;1.898;209;132;174;298;298;9.188;9.723;9.232;8.853;9.276;603;145;595;849;426
2012;41;Huila;273.653;8.977;8.973;6.715;9.267;738;3.798;2.644;4.454;523;459;397;731;493;9.001;9.521;9.208;8.597;8.923;476;2;395;672;583
2012;44;La Guajira;239.298;7.542;7.533;4.622;7.247;4.186;2.067;2.253;3.566;681;481;62;883;842;9.233;9.486;9.292;90;91;86;33;88;117;58
2012;47;Magdalena;334.586;9.182;9.164;6.558;8.726;6.496;3.407;224;303;622;2.084;491;385;324;9.197;7.835;9.321;9.403;9.513;181;81;189;212;163
2012;50;Meta;210.820;9.335;9.329;6.714;9.231;7.591;4.064;2.614;1.077;585;574;506;73;507;9.168;9.401;9.344;8.849;916;247;25;151;421;332
2012;52;Nariño;401.539;7.775;7.773;4.918;7.776;5.364;2.859;214;2.269;184;132;154;237;229;9.702;9.863;9.756;9.583;9.649;114;5;9;18;122
2012;54;Norte de Santander;322.304;86;8.593;7.179;9.029;643;3.587;2.652;1.278;489;433;449;593;406;9.358;9.536;9.452;9.163;9.373;152;31;99;245;221
2012;63;Quindio;112.175;8.877;8.874;5.776;8.348;7.917;4.659;2.772;2.029;623;66;533;771;487;8.979;9.322;9.203;8.599;9.092;399;19;264;63;421
2012;66;Risaralda;189.484;9.291;9.277;6.603;9.119;7.509;4.298;2.173;4.696;704;606;574;921;646;8.791;9.306;9.082;8.262;883;506;88;344;817;525
2012;68;Santander;425.904;9.221;9.211;7.017;9.289;7.782;4.684;2.489;2.218;467;546;379;589;384;9.265;9.421;9.458;8.966;9.293;268;32;164;444;323
2012;70;Sucre;203.626;956;9.555;6.751;951;7.372;3.811;2.333;264;483;515;477;5;431;8.568;9.405;8.601;8.219;8.679;949;8;922;1.281;89
2012;73;Tolima;321.653;8.747;8.742;6.162;8.571;7.182;3.977;2.481;4.237;511;492;439;642;431;8.738;9.473;8.953;8.204;8.929;751;35;608;1.154;64
2012;76;Valle del Cauca;894.698;8.826;8.809;6.032;8.616;7.121;4.062;2.235;4.032;432;479;374;521;369;9.239;9.501;9.391;8.952;9.298;329;2;234;528;333
2012;81;Arauca;74.454;7.233;7.229;5.148;7.061;5.447;2.981;1.646;1.733;499;463;472;572;456;9.499;9.537;9.528;9.427;9.521;3;0;0;1;23
2012;85;Casanare;85.999;10.394;10.388;7.845;102;854;4.403;2.417;187;652;557;544;839;608;8.767;9.434;9.035;8.197;8.888;581;8;421;964;503
2012;86;Putumayo;93.570;7.817;7.817;4.882;7.895;5.746;2.728;2.377;1.574;616;605;563;744;488;896;9.367;9.134;8.537;9.023;424;28;304;719;489
2012;88;Archipiélago de San Andrés, Providencia y Santa Catalina;15.648;687;6.865;5.987;6.969;6.091;3.982;2.528;0;126;121;112;152;112;9.816;9.879;9.837;9.772;9.816;58;0;51;76;72
2012;91;Amazonas;22.194;8.187;8.187;6.022;8.562;5.333;2.231;1.934;2.091;47;516;23;797;806;9.374;9.484;9.578;9.068;8.996;156;0;192;135;198
2012;94;Guainia;11.920;7.082;7.082;4.769;725;2.838;824;186;1.895;891;943;818;1.063;793;7.818;8.229;7.974;7.263;774;1.291;829;1.208;1.674;1.466
2012;95;Guaviare;31.272;592;5.918;3.754;5.824;4.364;1.962;1.866;1.142;486;411;537;446;389;9.489;9.577;9.446;9.527;9.528;26;12;17;28;84
2012;97;Vaupes;12.681;6.232;6.232;2.529;6.335;3.181;936;1.321;2.061;762;909;662;89;1.082;7.986;8.864;7.986;7.881;7.663;1.252;227;1.352;123;1.254
2012;99;Vichada;20.686;6.675;6.675;3.802;6.696;3.337;1.501;1.567;1.786;507;759;441;611;414;8.824;8.841;8.645;9.108;9.394;669;4;914;281;192
2011;5;Antioquia;1.288.473;9.401;9.385;7.028;9.412;7.568;4.437;2.747;7.448;397;362;365;457;371;9.398;9.631;9.456;9.289;9.333;206;7;18;254;296
2011;8;Atlantico;523.935;9.932;9.905;5.059;9.893;8.022;5.017;2.442;8.046;276;26;306;242;261;967;9.728;9.649;9.691;9.664;54;12;45;67;75
2011;11;Bogota, D.C.;1.479.334;907;9.029;6.863;8.699;847;5.501;2.675;9.421;395;1.005;53;196;255;9.605;8.995;9.469;9.804;9.745;0;0;0;0;0
2011;13;Bolivar;496.676;9.157;914;5.974;9.081;6.734;3.917;208;3.012;314;185;293;379;313;9.476;9.768;9.548;9.346;932;21;46;159;275;367
2011;15;Boyaca;300.501;8.616;8.611;6.336;825;7.465;4.909;2.277;2.526;307;24;224;403;351;942;9.743;961;9.166;9.323;273;17;166;431;326
2011;17;Caldas;201.185;8.704;8.698;6.499;8.386;7.341;4.538;226;3.474;413;435;392;487;282;9.062;9.535;9.159;8.789;9.204;525;3;449;725;515
2011;18;Caqueta;124.148;8.878;8.876;5.898;9.031;5.731;2.544;2.321;801;364;339;356;391;339;9.606;9.656;9.634;96;9.345;3;5;11;8;315
2011;19;Cauca;328.682;8.635;8.621;5.201;8.794;6.158;3.044;1.829;297;275;187;196;391;36;9.253;9.696;9.277;9.145;9.177;472;117;527;464;463
2011;20;Cesar;263.789;9.475;9.457;6.596;9.522;6.647;3.498;2.058;2.902;707;517;736;762;542;9.054;9.437;9.102;8.864;908;239;46;161;374;378
2011;23;Cordoba;405.431;9.453;9.446;6.718;9.322;6.879;3.716;2.016;3.526;459;545;408;53;41;9.429;9.432;9.513;9.333;9.319;112;22;78;137;271
2011;25;Cundinamarca;570.954;9.213;9.193;6.719;8.812;8.138;4.757;1.776;3.504;36;348;299;431;372;9.558;9.655;9.662;945;945;89;4;43;126;193
2011;27;Choco;145.587;8.379;8.379;5.017;864;413;1.964;1.786;1.388;429;289;424;505;359;935;9.703;9.419;907;935;221;7;157;425;291
2011;41;Huila;275.956;9.052;9.047;699;9.231;735;3.849;2.228;3.028;438;4;32;6;499;9.239;9.589;9.435;8.954;8.967;324;11;245;446;534
2011;44;La Guajira;231.046;7.712;77;4.461;7.468;4.156;2.191;2.022;3.494;617;42;631;704;465;9.278;9.533;9.258;9.223;9.307;107;46;114;78;228
2011;47;Magdalena;333.793;9.447;9.432;554;909;6.653;3.755;213;2.763;363;224;345;41;437;9.498;9.734;9.512;9.449;9.355;139;42;142;141;208
2011;50;Meta;209.319;9.365;9.359;6.146;9.235;7.589;4.079;2.279;2.442;555;512;558;615;38;9.308;9.481;9.339;9.201;939;137;7;103;185;23
2011;52;Nariño;401.313;8.053;805;483;8.014;5.368;2.904;2.076;1.568;1.017;1.391;967;1.058;901;8.997;8.845;912;8.823;8.945;14;8;95;218;255
2011;54;Norte de Santander;324.219;8.904;8.896;689;9.101;6.638;3.903;2.236;1.778;687;498;515;935;844;9.255;9.499;9.441;9.001;9.014;65;6;46;76;164
2011;63;Quindio;114.075;9.087;9.083;6.445;8.553;8.032;4.729;2.706;62;504;513;452;598;41;9.243;9.484;9.424;9.005;9.166;253;3;125;397;423
2011;66;Risaralda;192.633;9.561;9.543;6.738;9.332;7.638;4.283;2.287;4.521;479;373;377;614;539;9.407;9.612;9.557;9.261;9.125;114;15;66;124;335
